총곗수,시간,체결가,대비,추정NAV,기초지수,거래량(주),순간거래량(주)
30672,"14:58:09","4,860","35","4,858.97","1,718.38","41,755,447","1"
30672,"14:58:08","4,860","35","4,858.28","1,718.38","41,755,446","203"
30672,"14:58:07","4,855","30","4,858.28","1,718.63","41,755,243","20"
30672,"14:58:05","4,855","30","4,858.28","1,718.63","41,755,223","3,000"
30672,"14:58:05","4,860","35","4,858.28","1,718.63","41,752,223","203"
30672,"14:58:04","4,860","35","4,858.28","1,718.63","41,752,020","100"
30672,"14:58:02","4,860","35","4,858.97","1,718.63","41,751,920","203"
30672,"14:57:59","4,860","35","4,858.97","1,718.38","41,751,717","203"
30672,"14:57:56","4,860","35","4,858.28","1,718.63","41,751,514","50"
30672,"14:57:56","4,860","35","4,858.28","1,718.63","41,751,464","203"
30672,"14:57:55","4,860","35","4,857.59","1,718.87","41,751,261","100"
30672,"14:57:53","4,860","35","4,857.59","1,718.87","41,751,161","203"
30672,"14:57:47","4,855","30","4,856.21","1,719.37","41,750,958","333"
30672,"14:57:46","4,855","30","4,856.21","1,719.37","41,750,625","672"
30672,"14:57:46","4,855","30","4,856.21","1,719.37","41,749,953","15,928"
30672,"14:57:46","4,855","30","4,856.21","1,719.37","41,734,025","9,000"
30672,"14:57:46","4,855","30","4,856.90","1,719.12","41,725,025","24,928"
30672,"14:57:46","4,855","30","4,856.90","1,719.12","41,700,097","100"
30672,"14:57:44","4,855","30","4,856.90","1,719.12","41,699,997","10"
30672,"14:57:44","4,855","30","4,856.90","1,719.12","41,699,987","10,298"
30672,"14:57:44","4,855","30","4,856.90","1,719.12","41,689,689","3,992"
30672,"14:57:42","4,860","35","4,856.90","1,719.12","41,685,697","1"
30672,"14:57:40","4,855","30","4,857.59","1,718.87","41,685,696","8"
30672,"14:57:39","4,855","30","4,857.59","1,718.87","41,685,688","1,000"
30672,"14:57:37","4,860","35","4,856.93","1,719.12","41,684,688","10"
30672,"14:57:36","4,860","35","4,856.90","1,719.12","41,684,678","100"
30672,"14:57:34","4,855","30","4,856.88","1,719.12","41,684,578","1"
30672,"14:57:32","4,855","30","4,856.88","1,719.12","41,684,577","4"
30672,"14:57:32","4,855","30","4,856.24","1,719.37","41,684,573","1,000"
30672,"14:57:31","4,855","30","4,856.90","1,719.37","41,683,573","10"
30672,"14:57:29","4,855","30","4,856.90","1,719.12","41,683,563","118"
30672,"14:57:29","4,855","30","4,856.90","1,719.12","41,683,445","1,000"
30672,"14:57:28","4,855","30","4,858.26","1,719.12","41,682,445","5"
30672,"14:57:28","4,860","35","4,858.26","1,719.12","41,682,440","3"
30672,"14:57:27","4,860","35","4,858.26","1,718.63","41,682,437","100"
30672,"14:57:26","4,855","30","4,856.90","1,718.63","41,682,337","1,165"
30672,"14:57:26","4,855","30","4,856.90","1,718.63","41,681,172","3,007"
30672,"14:57:26","4,855","30","4,856.90","1,718.63","41,678,165","4,332"
30672,"14:57:20","4,855","30","4,857.59","1,719.12","41,673,833","50"
30672,"14:57:20","4,855","30","4,857.59","1,719.12","41,673,783","10"
30672,"14:57:18","4,860","35","4,857.59","1,718.87","41,673,773","100"
30672,"14:57:17","4,855","30","4,857.59","1,718.87","41,673,673","1,000"
30672,"14:57:15","4,855","30","4,856.90","1,719.12","41,672,673","300"
30672,"14:57:11","4,855","30","4,857.59","1,719.12","41,672,373","1"
30672,"14:57:08","4,860","35","4,856.90","1,719.12","41,672,372","100"
30672,"14:57:05","4,855","30","4,856.90","1,719.12","41,672,272","672"
30672,"14:57:04","4,855","30","4,856.24","1,719.12","41,671,600","1,000"
30672,"14:57:03","4,855","30","4,856.24","1,719.37","41,670,600","100"
30672,"14:57:03","4,855","30","4,856.24","1,719.37","41,670,500","333"
30672,"14:57:02","4,855","30","4,856.24","1,719.37","41,670,167","5"
30672,"14:57:01","4,855","30","4,856.26","1,719.37","41,670,162","50"
30672,"14:57:00","4,855","30","4,856.90","1,719.37","41,670,112","1"
30672,"14:56:59","4,855","30","4,856.90","1,719.12","41,670,111","100"
30672,"14:56:58","4,855","30","4,855.55","1,719.12","41,670,011","100"
30672,"14:56:57","4,855","30","4,855.55","1,719.61","41,669,911","253"
30672,"14:56:55","4,855","30","4,855.55","1,719.61","41,669,658","20"
30672,"14:56:51","4,855","30","4,856.93","1,719.12","41,669,638","5"
30672,"14:56:51","4,855","30","4,856.93","1,719.12","41,669,633","5"
30672,"14:56:51","4,855","30","4,856.93","1,719.12","41,669,628","100"
30672,"14:56:51","4,855","30","4,856.93","1,719.12","41,669,528","10,000"
30672,"14:56:51","4,855","30","4,856.93","1,719.12","41,659,528","10"
30672,"14:56:51","4,855","30","4,856.93","1,719.12","41,659,518","40"
30672,"14:56:51","4,855","30","4,856.93","1,719.12","41,659,478","1,000"
30672,"14:56:51","4,855","30","4,856.93","1,719.12","41,658,478","2,156"
30672,"14:56:51","4,855","30","4,856.93","1,719.12","41,656,322","100"
30672,"14:56:51","4,855","30","4,856.93","1,719.12","41,656,222","1"
30672,"14:56:51","4,855","30","4,856.93","1,719.12","41,656,221","10"
30672,"14:56:51","4,855","30","4,856.93","1,719.12","41,656,211","1"
30672,"14:56:51","4,855","30","4,856.93","1,719.12","41,656,210","100"
30672,"14:56:50","4,860","35","4,856.93","1,719.12","41,656,110","100"
30672,"14:56:45","4,860","35","4,857.59","1,718.87","41,656,010","70"
30672,"14:56:44","4,860","35","4,858.28","1,718.87","41,655,940","5"
30672,"14:56:41","4,860","35","4,858.95","1,718.63","41,655,935","100"
30672,"14:56:39","4,855","30","4,858.95","1,718.38","41,655,835","50"
30672,"14:56:37","4,860","35","4,858.95","1,718.38","41,655,785","100"
30672,"14:56:31","4,860","35","4,858.95","1,718.38","41,655,685","100"
30672,"14:56:30","4,860","35","4,858.95","1,718.38","41,655,585","50"
30672,"14:56:27","4,855","30","4,858.97","1,718.38","41,655,535","3,884"
30672,"14:56:22","4,860","35","4,857.59","1,718.38","41,651,651","100"
30672,"14:56:18","4,855","30","4,856.88","1,718.87","41,651,551","2,681"
30672,"14:56:18","4,855","30","4,856.88","1,718.87","41,648,870","3,983"
30672,"14:56:18","4,855","30","4,856.88","1,718.87","41,644,887","12,043"
30672,"14:56:18","4,855","30","4,856.88","1,718.87","41,632,844","2,903"
30672,"14:56:18","4,855","30","4,856.88","1,718.87","41,629,941","3,676"
30672,"14:56:18","4,855","30","4,856.88","1,718.87","41,626,265","900"
30672,"14:56:18","4,855","30","4,856.88","1,718.87","41,625,365","4,104"
30672,"14:56:18","4,855","30","4,856.88","1,718.87","41,621,261","1,581"
30672,"14:56:18","4,855","30","4,856.88","1,718.87","41,619,680","4,043"
30672,"14:56:17","4,855","30","4,856.24","1,719.12","41,615,637","2,174"
30672,"14:56:17","4,855","30","4,856.24","1,719.12","41,613,463","651"
30672,"14:56:16","4,855","30","4,856.24","1,719.12","41,612,812","24,928"
30672,"14:56:15","4,855","30","4,856.24","1,719.37","41,587,884","20"
30672,"14:56:15","4,855","30","4,856.24","1,719.37","41,587,864","20"
30672,"14:56:15","4,855","30","4,856.24","1,719.37","41,587,844","103"
30672,"14:56:15","4,855","30","4,856.24","1,719.37","41,587,741","250"
30672,"14:56:15","4,855","30","4,856.24","1,719.37","41,587,491","1,051"
30672,"14:56:15","4,855","30","4,856.24","1,719.37","41,586,440","1,032"
30672,"14:56:15","4,855","30","4,856.24","1,719.37","41,585,408","2,174"
30672,"14:56:15","4,855","30","4,856.24","1,719.37","41,583,234","22,397"
30672,"14:56:15","4,855","30","4,856.24","1,719.37","41,560,837","2,128"
30672,"14:56:15","4,855","30","4,856.24","1,719.37","41,558,709","20"
30672,"14:56:15","4,855","30","4,856.24","1,719.37","41,558,689","333"
30672,"14:56:15","4,855","30","4,856.24","1,719.37","41,558,356","50"
30672,"14:56:13","4,855","30","4,855.52","1,719.61","41,558,306","10"
30672,"14:56:13","4,855","30","4,855.52","1,719.61","41,558,296","100"
30672,"14:56:07","4,855","30","4,856.24","1,719.37","41,558,196","50"
30672,"14:56:03","4,850","25","4,855.55","1,719.61","41,558,146","3"
30672,"14:56:03","4,855","30","4,855.55","1,719.61","41,558,143","100"
30672,"14:55:58","4,855","30","4,855.52","1,719.86","41,558,043","6,711"
30672,"14:55:57","4,855","30","4,855.52","1,719.61","41,551,332","50"
30672,"14:55:56","4,855","30","4,854.86","1,719.61","41,551,282","50"
30672,"14:55:55","4,855","30","4,854.86","1,719.86","41,551,232","1"
30672,"14:55:54","4,855","30","4,855.52","1,719.86","41,551,231","100"
30672,"14:55:49","4,855","30","4,854.14","1,720.11","41,551,131","1"
30672,"14:55:45","4,855","30","4,854.19","1,720.11","41,551,130","100"
30672,"14:55:35","4,855","30","4,854.17","1,719.86","41,551,030","100"
30672,"14:55:28","4,850","25","4,853.48","1,720.35","41,550,930","4,075"
30672,"14:55:26","4,855","30","4,853.45","1,720.35","41,546,855","100"
30672,"14:55:21","4,855","30","4,854.17","1,720.11","41,546,755","1"
30672,"14:55:21","4,855","30","4,854.17","1,720.11","41,546,754","100"
30672,"14:55:19","4,855","30","4,855.55","1,719.61","41,546,654","2"
30672,"14:55:18","4,855","30","4,855.55","1,719.61","41,546,652","10"
30672,"14:55:18","4,855","30","4,855.55","1,719.61","41,546,642","889"
30672,"14:55:17","4,855","30","4,856.90","1,719.12","41,545,753","10"
30672,"14:55:17","4,855","30","4,856.90","1,719.12","41,545,743","100"
30672,"14:55:16","4,855","30","4,856.90","1,719.12","41,545,643","1"
30672,"14:55:15","4,855","30","4,856.90","1,719.12","41,545,642","2,000"
30672,"14:55:14","4,855","30","4,856.90","1,719.12","41,543,642","1,000"
30672,"14:55:13","4,855","30","4,856.95","1,719.12","41,542,642","100"
30672,"14:55:13","4,855","30","4,856.95","1,719.12","41,542,542","10"
30672,"14:55:13","4,855","30","4,856.95","1,719.12","41,542,532","1,700"
30672,"14:55:13","4,855","30","4,856.95","1,719.12","41,540,832","10,000"
30672,"14:55:13","4,855","30","4,856.95","1,719.12","41,530,832","1"
30672,"14:55:13","4,855","30","4,856.95","1,719.12","41,530,831","10"
30672,"14:55:13","4,855","30","4,856.95","1,719.12","41,530,821","10,000"
30672,"14:55:13","4,855","30","4,856.95","1,719.12","41,520,821","1,000"
30672,"14:55:13","4,855","30","4,856.95","1,719.12","41,519,821","168"
30672,"14:55:08","4,860","35","4,857.64","1,718.87","41,519,653","100"
30672,"14:55:06","4,855","30","4,857.64","1,718.87","41,519,553","17,586"
30672,"14:55:06","4,855","30","4,857.64","1,718.87","41,501,967","7,242"
30672,"14:54:58","4,860","35","4,857.59","1,718.63","41,494,725","100"
30672,"14:54:54","4,855","30","4,858.28","1,718.63","41,494,625","4"
30672,"14:54:49","4,855","30","4,856.21","1,719.12","41,494,621","100"
30672,"14:54:49","4,860","35","4,856.21","1,719.12","41,494,521","100"
30672,"14:54:48","4,855","30","4,856.21","1,719.12","41,494,421","100"
30672,"14:54:47","4,855","30","4,856.21","1,719.37","41,494,321","24,928"
30672,"14:54:46","4,855","30","4,856.21","1,719.37","41,469,393","3,726"
30672,"14:54:46","4,855","30","4,856.21","1,719.37","41,465,667","1,252"
30672,"14:54:46","4,855","30","4,856.21","1,719.37","41,464,415","50"
30672,"14:54:45","4,855","30","4,856.26","1,719.37","41,464,365","2,000"
30672,"14:54:44","4,855","30","4,856.26","1,719.37","41,462,365","100"
30672,"14:54:43","4,855","30","4,857.59","1,719.12","41,462,265","1,057"
30672,"14:54:43","4,855","30","4,857.59","1,719.12","41,461,208","3,521"
30672,"14:54:43","4,855","30","4,857.59","1,719.12","41,457,687","9,979"
30672,"14:54:43","4,855","30","4,857.59","1,719.12","41,447,708","2"
30672,"14:54:43","4,855","30","4,857.59","1,719.12","41,447,706","20"
30672,"14:54:43","4,855","30","4,857.59","1,719.12","41,447,686","10"
30672,"14:54:43","4,855","30","4,857.59","1,719.12","41,447,676","100"
30672,"14:54:43","4,855","30","4,857.59","1,719.12","41,447,576","1"
30672,"14:54:43","4,855","30","4,857.59","1,719.12","41,447,575","1"
30672,"14:54:41","4,855","30","4,857.59","1,719.12","41,447,574","9"
30672,"14:54:41","4,855","30","4,857.59","1,719.12","41,447,565","12"
30672,"14:54:41","4,855","30","4,857.59","1,719.12","41,447,553","50"
30672,"14:54:40","4,855","30","4,857.59","1,719.12","41,447,503","20,348"
30672,"14:54:40","4,855","30","4,857.59","1,718.87","41,427,155","1,000"
30672,"14:54:40","4,860","35","4,857.59","1,718.87","41,426,155","100"
30672,"14:54:38","4,855","30","4,857.62","1,718.87","41,426,055","24,928"
30672,"14:54:38","4,855","30","4,857.62","1,718.87","41,401,127","2,452"
30672,"14:54:31","4,860","35","4,858.97","1,718.38","41,398,675","2,000"
30672,"14:54:30","4,855","30","4,858.97","1,718.38","41,396,675","3,980"
30672,"14:54:30","4,860","35","4,858.97","1,718.38","41,392,695","100"
30672,"14:54:28","4,860","35","4,858.95","1,718.38","41,392,595","1,349"
30672,"14:54:28","4,860","35","4,858.95","1,718.38","41,391,246","56"
30672,"14:54:26","4,860","35","4,858.28","1,718.38","41,391,190","2,057"
30672,"14:54:21","4,860","35","4,859.66","1,718.38","41,389,133","100"
30672,"14:54:19","4,855","30","4,859.66","1,718.13","41,389,033","1"
30672,"14:54:14","4,860","35","4,859.00","1,718.63","41,389,032","600"
30672,"14:54:12","4,860","35","4,859.00","1,718.63","41,388,432","10"
30672,"14:54:12","4,860","35","4,859.00","1,718.63","41,388,422","100"
30672,"14:54:11","4,860","35","4,859.66","1,718.38","41,388,322","100"
30672,"14:54:03","4,860","35","4,855.55","1,719.12","41,388,222","100"
30672,"14:54:02","4,860","35","4,855.55","1,719.12","41,388,122","1"
30672,"14:54:01","4,855","30","4,855.55","1,719.61","41,388,121","50"
30672,"14:54:01","4,855","30","4,855.55","1,719.61","41,388,071","164"
30672,"14:54:01","4,855","30","4,855.55","1,719.61","41,387,907","5"
30672,"14:54:01","4,855","30","4,855.55","1,719.61","41,387,902","500"
30672,"14:54:01","4,855","30","4,855.55","1,719.61","41,387,402","280"
30672,"14:54:01","4,855","30","4,855.55","1,719.61","41,387,122","1,044"
30672,"14:54:01","4,855","30","4,855.55","1,719.61","41,386,078","200"
30672,"14:54:01","4,855","30","4,855.55","1,719.61","41,385,878","1"
30672,"14:54:01","4,855","30","4,855.55","1,719.61","41,385,877","300"
30672,"14:54:01","4,855","30","4,855.55","1,719.61","41,385,577","200"
30672,"14:54:01","4,855","30","4,855.55","1,719.61","41,385,377","300"
30672,"14:54:01","4,855","30","4,855.55","1,719.61","41,385,077","500"
30672,"14:54:01","4,855","30","4,855.55","1,719.61","41,384,577","61"
30672,"14:54:01","4,855","30","4,855.55","1,719.61","41,384,516","1,000"
30672,"14:54:01","4,855","30","4,855.55","1,719.61","41,383,516","39"
30672,"14:54:01","4,855","30","4,855.55","1,719.61","41,383,477","4,872"
30672,"14:54:01","4,855","30","4,855.55","1,719.61","41,378,605","13,985"
30672,"14:54:01","4,855","30","4,855.55","1,719.61","41,364,620","47,251"
30672,"14:54:01","4,855","30","4,855.55","1,719.61","41,317,369","500"
30672,"14:54:01","4,855","30","4,855.55","1,719.61","41,316,869","154"
30672,"14:54:01","4,855","30","4,855.55","1,719.61","41,316,715","5"
30672,"14:54:01","4,855","30","4,855.55","1,719.61","41,316,710","40"
30672,"14:54:01","4,855","30","4,855.55","1,719.61","41,316,670","30"
30672,"14:54:01","4,855","30","4,855.55","1,719.61","41,316,640","2,000"
30672,"14:54:01","4,855","30","4,855.55","1,719.61","41,314,640","40"
30672,"14:54:01","4,855","30","4,855.55","1,719.61","41,314,600","25"
30672,"14:54:01","4,855","30","4,855.55","1,719.61","41,314,575","2,500"
30672,"14:54:01","4,855","30","4,855.55","1,719.61","41,312,075","40"
30672,"14:54:01","4,855","30","4,855.55","1,719.61","41,312,035","2,415"
30672,"14:54:01","4,855","30","4,855.55","1,719.61","41,309,620","5,585"
30672,"14:53:55","4,855","30","4,854.86","1,719.61","41,304,035","131"
30672,"14:53:53","4,855","30","4,855.55","1,719.86","41,303,904","100"
30672,"14:53:44","4,855","30","4,855.52","1,719.61","41,303,804","100"
30672,"14:53:37","4,850","25","4,854.86","1,719.86","41,303,704","9,714"
30672,"14:53:37","4,850","25","4,854.86","1,719.86","41,293,990","40,286"
30672,"14:53:37","4,855","30","4,854.86","1,719.86","41,253,704","100"
30672,"14:53:35","4,855","30","4,855.52","1,719.61","41,253,604","100"
30672,"14:53:34","4,850","25","4,855.52","1,719.61","41,253,504","4"
30672,"14:53:31","4,850","25","4,854.14","1,720.11","41,253,500","4,941"
30672,"14:53:25","4,855","30","4,854.14","1,720.11","41,248,559","100"
30672,"14:53:24","4,855","30","4,854.14","1,720.11","41,248,459","205"
30672,"14:53:23","4,855","30","4,854.14","1,720.11","41,248,254","10"
30672,"14:53:21","4,855","30","4,854.17","1,720.11","41,248,244","1"
30672,"14:53:20","4,850","25","4,854.86","1,720.11","41,248,243","2,902"
30672,"14:53:20","4,850","25","4,854.86","1,720.11","41,245,341","12,044"
30672,"14:53:20","4,850","25","4,854.86","1,720.11","41,233,297","3,984"
30672,"14:53:20","4,850","25","4,854.86","1,720.11","41,229,313","3,675"
30672,"14:53:20","4,850","25","4,854.86","1,720.11","41,225,638","901"
30672,"14:53:20","4,850","25","4,854.86","1,720.11","41,224,737","4,104"
30672,"14:53:20","4,850","25","4,854.86","1,720.11","41,220,633","4,044"
30672,"14:53:20","4,850","25","4,854.86","1,720.11","41,216,589","1,582"
30672,"14:53:19","4,850","25","4,854.86","1,719.86","41,215,007","2,203"
30672,"14:53:16","4,855","30","4,854.83","1,720.11","41,212,804","1,000"
30672,"14:53:16","4,855","30","4,854.83","1,720.11","41,211,804","100"
30672,"14:53:11","4,855","30","4,854.17","1,720.11","41,211,704","1"
30672,"14:53:10","4,855","30","4,854.17","1,720.11","41,211,703","4"
30672,"14:53:10","4,855","30","4,854.17","1,720.11","41,211,699","1"
30672,"14:53:10","4,855","30","4,854.17","1,720.11","41,211,698","1"
30672,"14:53:10","4,855","30","4,854.17","1,719.61","41,211,697","1"
30672,"14:53:09","4,855","30","4,855.52","1,719.61","41,211,696","1"
30672,"14:53:09","4,855","30","4,855.52","1,719.61","41,211,695","1"
30672,"14:53:08","4,855","30","4,854.19","1,719.61","41,211,694","1"
30672,"14:53:08","4,855","30","4,854.19","1,719.61","41,211,693","1"
30672,"14:53:08","4,855","30","4,854.19","1,719.61","41,211,692","1"
30672,"14:53:07","4,855","30","4,854.19","1,720.11","41,211,691","1"
30672,"14:53:07","4,855","30","4,854.19","1,720.11","41,211,690","1"
30672,"14:53:07","4,855","30","4,854.19","1,720.11","41,211,689","100"
30672,"14:52:59","4,850","25","4,852.79","1,720.60","41,211,589","30"
30672,"14:52:57","4,855","30","4,852.76","1,720.60","41,211,559","100"
30672,"14:52:54","4,855","30","4,851.41","1,720.60","41,211,459","249"
30672,"14:52:52","4,850","25","4,850.69","1,721.10","41,211,210","930"
30672,"14:52:52","4,850","25","4,850.69","1,721.10","41,210,280","52,025"
30672,"14:52:52","4,850","25","4,850.69","1,721.10","41,158,255","300"
30672,"14:52:52","4,850","25","4,850.69","1,721.10","41,157,955","12"
30672,"14:52:52","4,850","25","4,850.69","1,721.10","41,157,943","1"
30672,"14:52:52","4,845","20","4,850.69","1,721.10","41,157,942","33"
30672,"14:52:51","4,850","25","4,850.69","1,721.34","41,157,909","200"
30672,"14:52:51","4,850","25","4,850.69","1,721.34","41,157,709","1"
30672,"14:52:50","4,850","25","4,850.72","1,721.34","41,157,708","500"
30672,"14:52:48","4,850","25","4,851.38","1,721.10","41,157,208","100"
30672,"14:52:46","4,850","25","4,851.38","1,721.10","41,157,108","1,000"
30672,"14:52:46","4,850","25","4,851.38","1,721.10","41,156,108","1,000"
30672,"14:52:46","4,850","25","4,851.38","1,721.10","41,155,108","500"
30672,"14:52:44","4,845","20","4,850.72","1,721.34","41,154,608","1,897"
30672,"14:52:42","4,850","25","4,850.03","1,721.59","41,152,711","1"
30672,"14:52:42","4,850","25","4,850.03","1,721.59","41,152,710","1"
30672,"14:52:41","4,850","25","4,850.03","1,721.59","41,152,709","775"
30672,"14:52:40","4,850","25","4,849.34","1,721.59","41,151,934","40"
30672,"14:52:39","4,850","25","4,849.34","1,721.84","41,151,894","100"
30672,"14:52:37","4,850","25","4,849.34","1,721.84","41,151,794","24"
30672,"14:52:36","4,850","25","4,849.34","1,721.84","41,151,770","20"
30672,"14:52:35","4,850","25","4,849.36","1,721.84","41,151,750","100"
30672,"14:52:35","4,850","25","4,849.36","1,721.84","41,151,650","300"
30672,"14:52:33","4,845","20","4,850.00","1,721.59","41,151,350","3,115"
30672,"14:52:31","4,845","20","4,850.03","1,721.59","41,148,235","1,000"
30672,"14:52:30","4,845","20","4,850.03","1,721.59","41,147,235","1"
30672,"14:52:30","4,850","25","4,850.03","1,721.59","41,147,234","100"
30672,"14:52:29","4,850","25","4,850.03","1,721.59","41,147,134","20"
30672,"14:52:26","4,850","25","4,850.69","1,721.34","41,147,114","310"
30672,"14:52:26","4,850","25","4,850.69","1,721.34","41,146,804","100"
30672,"14:52:23","4,850","25","4,850.74","1,721.34","41,146,704","20,348"
30672,"14:52:23","4,850","25","4,850.74","1,721.34","41,126,356","1"
30672,"14:52:21","4,850","25","4,850.74","1,721.34","41,126,355","100"
30672,"14:52:20","4,850","25","4,850.74","1,721.34","41,126,255","100"
30672,"14:52:19","4,850","25","4,850.74","1,721.34","41,126,155","9,979"
30672,"14:52:18","4,850","25","4,852.10","1,720.85","41,116,176","10"
30672,"14:52:17","4,850","25","4,852.10","1,720.85","41,116,166","2,000"
30672,"14:52:17","4,850","25","4,852.10","1,720.85","41,114,166","100"
30672,"14:52:17","4,850","25","4,852.10","1,720.85","41,114,066","1,468"
30672,"14:52:12","4,850","25","4,850.00","1,721.34","41,112,598","37"
30672,"14:52:12","4,850","25","4,850.00","1,721.34","41,112,561","1,000"
30672,"14:52:12","4,850","25","4,850.00","1,721.34","41,111,561","300"
30672,"14:52:12","4,850","25","4,850.00","1,721.34","41,111,261","205"
30672,"14:52:12","4,850","25","4,850.00","1,721.34","41,111,056","26"
30672,"14:52:12","4,850","25","4,850.00","1,721.34","41,111,030","10"
30672,"14:52:12","4,850","25","4,850.00","1,721.34","41,111,020","400"
30672,"14:52:12","4,850","25","4,850.00","1,721.34","41,110,620","100"
30672,"14:52:12","4,850","25","4,850.00","1,721.34","41,110,520","692"
30672,"14:52:12","4,850","25","4,850.00","1,721.34","41,109,828","100"
30672,"14:52:12","4,850","25","4,850.00","1,721.34","41,109,728","416"
30672,"14:52:12","4,850","25","4,850.00","1,721.34","41,109,312","3,000"
30672,"14:52:12","4,850","25","4,850.00","1,721.34","41,106,312","10,000"
30672,"14:52:12","4,850","25","4,850.00","1,721.34","41,096,312","915"
30672,"14:52:12","4,850","25","4,850.00","1,721.34","41,095,397","232"
30672,"14:52:12","4,850","25","4,850.00","1,721.34","41,095,165","100"
30672,"14:52:12","4,850","25","4,850.00","1,721.34","41,095,065","200"
30672,"14:52:12","4,850","25","4,850.00","1,721.34","41,094,865","3,316"
30672,"14:52:12","4,850","25","4,850.00","1,721.34","41,091,549","7,700"
30672,"14:52:12","4,850","25","4,850.00","1,721.34","41,083,849","1,056"
30672,"14:52:12","4,850","25","4,850.00","1,721.34","41,082,793","24,928"
30672,"14:52:11","4,850","25","4,850.00","1,721.59","41,057,865","100"
30672,"14:52:09","4,850","25","4,850.00","1,721.59","41,057,765","3,000"
30672,"14:52:08","4,850","25","4,848.65","1,722.08","41,054,765","1,801"
30672,"14:52:03","4,850","25","4,850.00","1,722.08","41,052,964","100"
30672,"14:52:02","4,850","25","4,850.00","1,722.08","41,052,864","100"
30672,"14:51:59","4,845","20","4,849.34","1,721.84","41,052,764","2,000"
30672,"14:51:56","4,845","20","4,847.27","1,721.84","41,050,764","99"
30672,"14:51:54","4,845","20","4,847.27","1,722.58","41,050,665","250"
30672,"14:51:53","4,845","20","4,847.27","1,722.58","41,050,415","439"
30672,"14:51:53","4,845","20","4,847.27","1,722.58","41,049,976","5"
30672,"14:51:53","4,845","20","4,847.27","1,722.58","41,049,971","18"
30672,"14:51:53","4,845","20","4,847.27","1,722.58","41,049,953","200"
30672,"14:51:53","4,845","20","4,847.27","1,722.58","41,049,753","100"
30672,"14:51:53","4,845","20","4,847.27","1,722.58","41,049,653","100"
30672,"14:51:53","4,845","20","4,847.27","1,722.58","41,049,553","10"
30672,"14:51:53","4,845","20","4,847.27","1,722.58","41,049,543","10"
30672,"14:51:53","4,845","20","4,847.27","1,722.58","41,049,533","2"
30672,"14:51:53","4,845","20","4,847.27","1,722.58","41,049,531","1"
30672,"14:51:53","4,845","20","4,847.27","1,722.58","41,049,530","10"
30672,"14:51:53","4,845","20","4,847.27","1,722.58","41,049,520","1"
30672,"14:51:53","4,845","20","4,847.27","1,722.58","41,049,519","404"
30672,"14:51:52","4,845","20","4,847.27","1,722.58","41,049,115","13"
30672,"14:51:52","4,850","25","4,847.27","1,722.58","41,049,102","100"
30672,"14:51:50","4,845","20","4,847.27","1,722.58","41,049,002","22"
30672,"14:51:49","4,845","20","4,847.27","1,722.58","41,048,980","500"
30672,"14:51:49","4,845","20","4,847.27","1,722.58","41,048,480","1,061"
30672,"14:51:49","4,845","20","4,847.27","1,722.58","41,047,419","15"
30672,"14:51:47","4,845","20","4,846.58","1,722.82","41,047,404","185"
30672,"14:51:47","4,845","20","4,846.58","1,722.82","41,047,219","1"
30672,"14:51:47","4,845","20","4,846.58","1,722.82","41,047,218","20"
30672,"14:51:47","4,845","20","4,846.58","1,722.82","41,047,198","1"
30672,"14:51:47","4,845","20","4,846.58","1,722.82","41,047,197","5"
30672,"14:51:47","4,845","20","4,846.58","1,722.82","41,047,192","20"
30672,"14:51:47","4,845","20","4,846.58","1,722.82","41,047,172","1,000"
30672,"14:51:47","4,845","20","4,846.58","1,722.82","41,046,172","1,000"
30672,"14:51:47","4,845","20","4,846.58","1,722.82","41,045,172","982"
30672,"14:51:47","4,845","20","4,846.58","1,722.82","41,044,190","1"
30672,"14:51:47","4,845","20","4,846.58","1,722.82","41,044,189","20"
30672,"14:51:47","4,845","20","4,846.58","1,722.82","41,044,169","83"
30672,"14:51:47","4,845","20","4,846.58","1,722.82","41,044,086","1"
30672,"14:51:47","4,845","20","4,846.58","1,722.82","41,044,085","100"
30672,"14:51:47","4,845","20","4,846.58","1,722.82","41,043,985","100"
30672,"14:51:47","4,845","20","4,846.58","1,722.82","41,043,885","5"
30672,"14:51:47","4,845","20","4,846.58","1,722.82","41,043,880","10"
30672,"14:51:47","4,845","20","4,846.58","1,722.82","41,043,870","1"
30672,"14:51:47","4,845","20","4,846.58","1,722.82","41,043,869","30"
30672,"14:51:47","4,845","20","4,846.58","1,722.82","41,043,839","15"
30672,"14:51:47","4,845","20","4,846.58","1,722.82","41,043,824","9"
30672,"14:51:43","4,845","20","4,847.27","1,722.58","41,043,815","600"
30672,"14:51:43","4,850","25","4,847.27","1,722.58","41,043,215","100"
30672,"14:51:41","4,845","20","4,847.27","1,722.58","41,043,115","230"
30672,"14:51:40","4,845","20","4,847.27","1,722.58","41,042,885","161"
30672,"14:51:40","4,845","20","4,847.27","1,722.58","41,042,724","439"
30672,"14:51:40","4,845","20","4,847.27","1,722.58","41,042,285","1"
30672,"14:51:35","4,845","20","4,846.60","1,722.82","41,042,284","2,000"
30672,"14:51:34","4,845","20","4,846.60","1,722.82","41,040,284","2,560"
30672,"14:51:34","4,845","20","4,846.60","1,722.82","41,037,724","5"
30672,"14:51:34","4,845","20","4,846.60","1,722.82","41,037,719","11"
30672,"14:51:34","4,845","20","4,846.60","1,722.82","41,037,708","1,000"
